baggbrt_mean,baggbrt_std,ppov0_mean,ppov0_std,ppov1_mean,ppov1_std,sac_mean,sac_std
0.385086969,0,0.157746148,0.092001602,0.424891499,0.069640832,0.249810012,0.046050271
0.385086969,0,0.232867043,0.088600252,0.297035717,0.137367628,0.399398277,0.082837639
0.385086969,0,0.152586393,0.077997843,0.401601605,0.224979924,0.365397775,0.065126124
0.385086969,0,0.216224848,0.130099934,0.362754043,0.309550579,0.548022197,0.153750129
0.385086969,0,0.247894372,0.114972285,0.478822386,0.07585707,0.428475348,0.128171334
0.385086969,0,0.204695515,0.082200557,0.1855391,0.151623182,0.498887247,0.24737612
0.385086969,0,0.307683311,0.043775338,0.606538972,0.189857516,0.554530139,0.145388461
0.385086969,0,0.310432928,0.101166482,0.417381748,0.149719753,0.407441069,0.220942071
0.385086969,0,0.086569077,0.034252071,0.496266643,0.199785782,0.435029146,0.167462355
0.385086969,0,0.203056684,0.079969601,0.656321329,0.157097402,0.639830892,0.078462778
0.385086969,0,0.306337282,0.083296704,0.129339997,0.057475912,0.135154584,0.089835491
0.385086969,0,0.170977672,0.133833593,0.408177371,0.127397545,0.49118086,0.156462933
0.385086969,0,0.211193847,0.046266045,0.349568052,0.158712634,0.418029348,0.114769855
0.385086969,0,0.190212029,0.173009914,0.439921398,0.115132907,0.360805496,0.185692707
0.385086969,0,0.103242171,0.029349712,0.262519766,0.120895658,0.387730169,0.03124982
0.385086969,0,0.195503554,0.162200027,0.575392397,0.118172959,0.53886215,0.285879862
0.385086969,0,0.235912077,0.186307912,0.457306332,0.138738248,0.383457835,0.093066366
0.385086969,0,0.102099321,0.123992033,0.614575702,0.255528196,0.573067341,0.365976018
0.385086969,0,0.273711292,0.146634361,0.257731347,0.047585519,0.229609483,0.153798286
